

 1D internal forces





Type Name	Name	1D internal forces
1D internal forces	1D internal forces	See table 1

Table 1
Type Name	1D internal forces
1D internal forces	Linear calculation  Combination: ULS-Set B (auto)  Coordinate system: Principal  Extreme 1D: Member  Selection: All    See table 2

Table 2
Name	dx  [m]	Case	N  [kN]	V_{y}  [kN]	V_{z}  [kN]	M_{x}  [kNm]	M_{y}  [kNm]	M_{z}  [kNm]
B666	2.698-	ULS-Set  B  (auto)/2	-71.33	0.00	0.00	0.00	0.30	0.30
B667	5.375	ULS-Set  B  (auto)/1	-77.89	-0.16	-0.16	0.00	0.00	0.00
B667	5.375	ULS-Set  B  (auto)/2	-105.15	-0.21	-0.21	0.00	0.00	0.00
B667	0.000	ULS-Set  B  (auto)/2	-105.49	0.21	0.21	0.00	0.00	0.00
B667	2.687-	ULS-Set  B  (auto)/2	-105.32	0.00	0.00	0.00	0.28	0.28
B668	5.332	ULS-Set  B  (auto)/1	-101.51	-0.15	-0.15	0.00	0.00	0.00
B668	5.332	ULS-Set  B  (auto)/2	-137.03	-0.20	-0.20	0.00	0.00	0.00
B668	0.000	ULS-Set  B  (auto)/2	-137.41	0.20	0.20	0.00	0.00	0.00
B668	2.666-	ULS-Set  B  (auto)/2	-137.22	0.00	0.00	0.00	0.27	0.27
B669	5.269	ULS-Set  B  (auto)/1	-120.26	-0.14	-0.14	0.00	0.00	0.00
B669	5.269	ULS-Set  B  (auto)/2	-162.35	-0.19	-0.19	0.00	0.00	0.00
B669	0.000	ULS-Set  B  (auto)/2	-162.76	0.19	0.19	0.00	0.00	0.00
B669	2.634-	ULS-Set  B  (auto)/2	-162.55	0.00	0.00	0.00	0.25	0.25
B670	5.188	ULS-Set  B  (auto)/1	-125.51	-0.13	-0.13	0.00	0.00	0.00
B670	5.188	ULS-Set  B  (auto)/2	-169.44	-0.18	-0.18	0.00	0.00	0.00
B670	0.000	ULS-Set  B  (auto)/2	-169.87	0.18	0.18	0.00	0.00	0.00
B670	2.594-	ULS-Set  B  (auto)/2	-169.65	0.00	0.00	0.00	0.23	0.23
B671	5.129	ULS-Set  B  (auto)/2	49.76	-0.23	-0.23	0.00	0.00	0.00
B671	0.000	ULS-Set  B  (auto)/2	49.69	0.23	0.23	0.00	0.00	0.00
B671	0.000	ULS-Set  B  (auto)/1	36.81	0.17	0.17	0.00	0.00	0.00
B671	2.565-	ULS-Set  B  (auto)/2	49.73	0.00	0.00	0.00	0.30	0.30
B672	5.231	ULS-Set  B  (auto)/2	48.20	-0.23	-0.23	0.00	0.00	0.00
B672	0.000	ULS-Set  B  (auto)/2	48.08	0.23	0.23	0.00	0.00	0.00
B672	0.000	ULS-Set  B  (auto)/1	35.62	0.17	0.17	0.00	0.00	0.00
B672	2.616-	ULS-Set  B  (auto)/2	48.14	0.00	0.00	0.00	0.30	0.30
B673	5.311	ULS-Set  B  (auto)/2	43.17	-0.23	-0.23	0.00	0.00	0.00
B673	0.000	ULS-Set  B  (auto)/2	43.01	0.23	0.23	0.00	0.00	0.00
B673	0.000	ULS-Set  B  (auto)/1	31.86	0.17	0.17	0.00	0.00	0.00
B673	2.656-	ULS-Set  B  (auto)/2	43.09	0.00	0.00	0.00	0.31	0.31
B674	5.367	ULS-Set  B  (auto)/2	27.56	-0.23	-0.23	0.00	0.00	0.00
B674	0.000	ULS-Set  B  (auto)/2	27.35	0.23	0.23	0.00	0.00	0.00
B674	0.000	ULS-Set  B  (auto)/1	20.26	0.17	0.17	0.00	0.00	0.00
B674	2.683-	ULS-Set  B  (auto)/2	27.46	0.00	0.00	0.00	0.31	0.31
B675	5.395	ULS-Set  B  (auto)/2	5.43	-0.23	-0.23	0.00	0.00	0.00
B675	0.000	ULS-Set  B  (auto)/2	5.17	0.23	0.23	0.00	0.00	0.00
B675	0.000	ULS-Set  B  (auto)/1	3.83	0.17	0.17	0.00	0.00	0.00
B675	2.698-	ULS-Set  B  (auto)/2	5.30	0.00	0.00	0.00	0.30	0.30
B676	5.395	ULS-Set  B  (auto)/1	-13.63	-0.16	-0.16	0.00	0.00	0.00
B676	5.395	ULS-Set  B  (auto)/2	-18.40	-0.22	-0.22	0.00	0.00	0.00
B676	0.000	ULS-Set  B  (auto)/2	-18.70	0.22	0.22	0.00	0.00	0.00
B676	2.698-	ULS-Set  B  (auto)/2	-18.55	0.00	0.00	0.00	0.30	0.30
B677	5.366	ULS-Set  B  (auto)/1	-29.42	-0.15	-0.15	0.00	0.00	0.00
B677	5.366	ULS-Set  B  (auto)/2	-39.72	-0.21	-0.21	0.00	0.00	0.00
B677	0.000	ULS-Set  B  (auto)/2	-40.06	0.21	0.21	0.00	0.00	0.00
B677	2.683-	ULS-Set  B  (auto)/2	-39.89	0.00	0.00	0.00	0.28	0.28
B678	5.311	ULS-Set  B  (auto)/1	-39.91	-0.15	-0.15	0.00	0.00	0.00
B678	5.311	ULS-Set  B  (auto)/2	-53.88	-0.20	-0.20	0.00	0.00	0.00
B678	0.000	ULS-Set  B  (auto)/2	-54.27	0.20	0.20	0.00	0.00	0.00
B678	2.655-	ULS-Set  B  (auto)/2	-54.08	0.00	0.00	0.00	0.26	0.26
B679	5.230	ULS-Set  B  (auto)/1	-42.58	-0.14	-0.14	0.00	0.00	0.00
B679	5.230	ULS-Set  B  (auto)/2	-57.48	-0.18	-0.18	0.00	0.00	0.00
B679	0.000	ULS-Set  B  (auto)/2	-57.90	0.18	0.18	0.00	0.00	0.00
B679	2.615-	ULS-Set  B  (auto)/2	-57.69	0.00	0.00	0.00	0.24	0.24
B680	5.128	ULS-Set  B  (auto)/1	-40.01	-0.13	-0.13	0.00	0.00	0.00
B680	5.128	ULS-Set  B  (auto)/2	-54.01	-0.17	-0.17	0.00	0.00	0.00
B680	0.000	ULS-Set  B  (auto)/2	-54.45	0.17	0.17	0.00	0.00	0.00
B680	2.564-	ULS-Set  B  (auto)/2	-54.23	0.00	0.00	0.00	0.22	0.22
B681	5.080	ULS-Set  B  (auto)/2	73.58	-0.23	-0.23	0.00	0.00	0.00
B681	0.000	ULS-Set  B  (auto)/2	73.50	0.23	0.23	0.00	0.00	0.00
B681	0.000	ULS-Set  B  (auto)/1	54.45	0.17	0.17	0.00	0.00	0.00
B681	2.540-	ULS-Set  B  (auto)/2	73.54	0.00	0.00	0.00	0.29	0.29
B682	5.199	ULS-Set  B  (auto)/2	54.47	-0.23	-0.23	0.00	0.00	0.00
B682	0.000	ULS-Set  B  (auto)/2	54.35	0.23	0.23	0.00	0.00	0.00
B682	0.000	ULS-Set  B  (auto)/1	40.26	0.17	0.17	0.00	0.00	0.00
B682	2.599-	ULS-Set  B  (auto)/2	54.41	0.00	0.00	0.00	0.30	0.30
B683	5.294	ULS-Set  B  (auto)/2	41.70	-0.23	-0.23	0.00	0.00	0.00
B683	0.000	ULS-Set  B  (auto)/2	41.53	0.23	0.23	0.00	0.00	0.00
B683	0.000	ULS-Set  B  (auto)/1	30.76	0.17	0.17	0.00	0.00	0.00
B683	2.647-	ULS-Set  B  (auto)/2	41.62	0.00	0.00	0.00	0.31	0.31
B684	5.360	ULS-Set  B  (auto)/2	26.23	-0.23	-0.23	0.00	0.00	0.00
B684	0.000	ULS-Set  B  (auto)/2	26.02	0.23	0.23	0.00	0.00	0.00
B684	0.000	ULS-Set  B  (auto)/1	19.27	0.17	0.17	0.00	0.00	0.00
B684	2.680-	ULS-Set  B  (auto)/2	26.13	0.00	0.00	0.00	0.31	0.31
B685	5.394	ULS-Set  B  (auto)/2	7.41	-0.23	-0.23	0.00	0.00	0.00
B685	0.000	ULS-Set  B  (auto)/2	7.15	0.23	0.23	0.00	0.00	0.00
B685	0.000	ULS-Set  B  (auto)/1	5.29	0.17	0.17	0.00	0.00	0.00
B685	2.697-	ULS-Set  B  (auto)/2	7.28	0.00	0.00	0.00	0.30	0.30
B686	5.393	ULS-Set  B  (auto)/1	-9.21	-0.16	-0.16	0.00	0.00	0.00
B686	5.393	ULS-Set  B  (auto)/2	-12.43	-0.22	-0.22	0.00	0.00	0.00
B686	0.000	ULS-Set  B  (auto)/2	-12.74	0.22	0.22	0.00	0.00	0.00
B686	2.697-	ULS-Set  B  (auto)/2	-12.59	0.00	0.00	0.00	0.29	0.29
B687	5.359	ULS-Set  B  (auto)/1	-22.76	-0.15	-0.15	0.00	0.00	0.00
B687	5.359	ULS-Set  B  (auto)/2	-30.73	-0.21	-0.21	0.00	0.00	0.00
B687	0.000	ULS-Set  B  (auto)/2	-31.09	0.21	0.21	0.00	0.00	0.00
B687	2.680-	ULS-Set  B  (auto)/2	-30.91	0.00	0.00	0.00	0.28	0.28
B688	5.293	ULS-Set  B  (auto)/1	-33.63	-0.14	-0.14	0.00	0.00	0.00
B688	5.293	ULS-Set  B  (auto)/2	-45.41	-0.19	-0.19	0.00	0.00	0.00
B688	0.000	ULS-Set  B  (auto)/2	-45.80	0.19	0.19	0.00	0.00	0.00
B688	2.646-	ULS-Set  B  (auto)/2	-45.60	0.00	0.00	0.00	0.26	0.26
B689	5.198	ULS-Set  B  (auto)/1	-42.80	-0.13	-0.13	0.00	0.00	0.00
B689	5.198	ULS-Set  B  (auto)/2	-57.78	-0.18	-0.18	0.00	0.00	0.00
B689	0.000	ULS-Set  B  (auto)/2	-58.21	0.18	0.18	0.00	0.00	0.00
B689	2.599-	ULS-Set  B  (auto)/2	-58.00	0.00	0.00	0.00	0.23	0.23
B690	5.078	ULS-Set  B  (auto)/1	-54.06	-0.12	-0.12	0.00	0.00	0.00
B690	5.078	ULS-Set  B  (auto)/2	-72.98	-0.16	-0.16	0.00	0.00	0.00
B690	0.000	ULS-Set  B  (auto)/2	-73.44	0.16	0.16	0.00	0.00	0.00
B690	2.539-	ULS-Set  B  (auto)/2	-73.21	0.00	0.00	0.00	0.21	0.21
B691	5.042	ULS-Set  B  (auto)/2	83.35	-0.23	-0.23	0.00	0.00	0.00
B691	0.000	ULS-Set  B  (auto)/2	83.28	0.23	0.23	0.00	0.00	0.00
B691	0.000	ULS-Set  B  (auto)/1	61.69	0.17	0.17	0.00	0.00	0.00
B691	2.521-	ULS-Set  B  (auto)/2	83.32	0.00	0.00	0.00	0.29	0.29
B692	5.175	ULS-Set  B  (auto)/2	61.02	-0.23	-0.23	0.00	0.00	0.00
B692	0.000	ULS-Set  B  (auto)/2	60.89	0.23	0.23	0.00	0.00	0.00
B692	0.000	ULS-Set  B  (auto)/1	45.11	0.17	0.17	0.00	0.00	0.00
B692	2.587-	ULS-Set  B  (auto)/2	60.96	0.00	0.00	0.00	0.30	0.30
B693	5.281	ULS-Set  B  (auto)/2	42.67	-0.23	-0.23	0.00	0.00	0.00
B693	0.000	ULS-Set  B  (auto)/2	42.50	0.23	0.23	0.00	0.00	0.00
B693	0.000	ULS-Set  B  (auto)/1	31.48	0.17	0.17	0.00	0.00	0.00
B693	2.640-	ULS-Set  B  (auto)/2	42.58	0.00	0.00	0.00	0.31	0.31
B694	5.354	ULS-Set  B  (auto)/2	24.88	-0.23	-0.23	0.00	0.00	0.00
B694	0.000	ULS-Set  B  (auto)/2	24.66	0.23	0.23	0.00	0.00	0.00
B694	0.000	ULS-Set  B  (auto)/1	18.27	0.17	0.17	0.00	0.00	0.00
B694	2.677-	ULS-Set  B  (auto)/2	24.77	0.00	0.00	0.00	0.31	0.31
B695	5.392	ULS-Set  B  (auto)/2	6.56	-0.22	-0.22	0.00	0.00	0.00
B695	0.000	ULS-Set  B  (auto)/2	6.30	0.22	0.22	0.00	0.00	0.00
B695	0.000	ULS-Set  B  (auto)/1	4.67	0.17	0.17	0.00	0.00	0.00
B695	2.696-	ULS-Set  B  (auto)/2	6.43	0.00	0.00	0.00	0.30	0.30
B696	5.392	ULS-Set  B  (auto)/1	-8.79	-0.16	-0.16	0.00	0.00	0.00
B696	5.392	ULS-Set  B  (auto)/2	-11.86	-0.22	-0.22	0.00	0.00	0.00
B696	0.000	ULS-Set  B  (auto)/2	-12.18	0.22	0.22	0.00	0.00	0.00
B696	2.696-	ULS-Set  B  (auto)/2	-12.02	0.00	0.00	0.00	0.29	0.29
B697	5.354	ULS-Set  B  (auto)/1	-21.98	-0.15	-0.15	0.00	0.00	0.00
B697	5.354	ULS-Set  B  (auto)/2	-29.67	-0.21	-0.21	0.00	0.00	0.00
B697	0.000	ULS-Set  B  (auto)/2	-30.03	0.21	0.21	0.00	0.00	0.00
B697	2.677-	ULS-Set  B  (auto)/2	-29.85	0.00	0.00	0.00	0.28	0.28
B698	5.280	ULS-Set  B  (auto)/1	-34.59	-0.14	-0.14	0.00	0.00	0.00
B698	5.280	ULS-Set  B  (auto)/2	-46.69	-0.19	-0.19	0.00	0.00	0.00
B698	0.000	ULS-Set  B  (auto)/2	-47.09	0.19	0.19	0.00	0.00	0.00
B698	2.640-	ULS-Set  B  (auto)/2	-46.89	0.00	0.00	0.00	0.25	0.25
B699	5.173	ULS-Set  B  (auto)/1	-47.86	-0.13	-0.13	0.00	0.00	0.00
B699	5.173	ULS-Set  B  (auto)/2	-64.61	-0.18	-0.18	0.00	0.00	0.00
B699	0.000	ULS-Set  B  (auto)/2	-65.05	0.18	0.18	0.00	0.00	0.00
B699	2.587-	ULS-Set  B  (auto)/2	-64.83	0.00	0.00	0.00	0.23	0.23
B700	5.041	ULS-Set  B  (auto)/1	-60.15	-0.12	-0.12	0.00	0.00	0.00
B700	5.041	ULS-Set  B  (auto)/2	-81.21	-0.16	-0.16	0.00	0.00	0.00
B700	0.000	ULS-Set  B  (auto)/2	-81.67	0.16	0.16	0.00	0.00	0.00
B700	2.520-	ULS-Set  B  (auto)/2	-81.44	0.00	0.00	0.00	0.20	0.20
B701	5.019	ULS-Set  B  (auto)/2	86.76	-0.23	-0.23	0.00	0.00	0.00
B701	0.000	ULS-Set  B  (auto)/2	86.68	0.23	0.23	0.00	0.00	0.00
B701	0.000	ULS-Set  B  (auto)/1	64.21	0.17	0.17	0.00	0.00	0.00
B701	2.509-	ULS-Set  B  (auto)/2	86.72	0.00	0.00	0.00	0.28	0.28
B702	5.160	ULS-Set  B  (auto)/2	65.62	-0.23	-0.23	0.00	0.00	0.00
B702	0.000	ULS-Set  B  (auto)/2	65.49	0.23	0.23	0.00	0.00	0.00
B702	0.000	ULS-Set  B  (auto)/1	48.51	0.17	0.17	0.00	0.00	0.00
B702	2.580-	ULS-Set  B  (auto)/2	65.55	0.00	0.00	0.00	0.30	0.30
B703	5.272	ULS-Set  B  (auto)/2	45.06	-0.23	-0.23	0.00	0.00	0.00
B703	0.000	ULS-Set  B  (auto)/2	44.89	0.23	0.23	0.00	0.00	0.00
B703	0.000	ULS-Set  B  (auto)/1	33.25	0.17	0.17	0.00	0.00	0.00
B703	2.636-	ULS-Set  B  (auto)/2	44.97	0.00	0.00	0.00	0.30	0.30
B704	5.351	ULS-Set  B  (auto)/2	25.48	-0.23	-0.23	0.00	0.00	0.00
B704	0.000	ULS-Set  B  (auto)/2	25.26	0.23	0.23	0.00	0.00	0.00
B704	0.000	ULS-Set  B  (auto)/1	18.71	0.17	0.17	0.00	0.00	0.00
B704	2.676-	ULS-Set  B  (auto)/2	25.37	0.00	0.00	0.00	0.31	0.31
B705	5.392	ULS-Set  B  (auto)/2	6.82	-0.22	-0.22	0.00	0.00	0.00
B705	0.000	ULS-Set  B  (auto)/2	6.55	0.22	0.22	0.00	0.00	0.00
B705	0.000	ULS-Set  B  (auto)/1	4.85	0.17	0.17	0.00	0.00	0.00
B705	2.696-	ULS-Set  B  (auto)/2	6.68	0.00	0.00	0.00	0.30	0.30
B706	5.391	ULS-Set  B  (auto)/1	-8.44	-0.16	-0.16	0.00	0.00	0.00
B706	5.391	ULS-Set  B  (auto)/2	-11.40	-0.22	-0.22	0.00	0.00	0.00
B706	0.000	ULS-Set  B  (auto)/2	-11.72	0.22	0.22	0.00	0.00	0.00
B706	2.696-	ULS-Set  B  (auto)/2	-11.56	0.00	0.00	0.00	0.29	0.29
B707	5.351	ULS-Set  B  (auto)/1	-21.92	-0.15	-0.15	0.00	0.00	0.00
B707	5.351	ULS-Set  B  (auto)/2	-29.59	-0.21	-0.21	0.00	0.00	0.00
B707	0.000	ULS-Set  B  (auto)/2	-29.95	0.21	0.21	0.00	0.00	0.00
B707	2.675-	ULS-Set  B  (auto)/2	-29.77	0.00	0.00	0.00	0.27	0.27
B708	5.271	ULS-Set  B  (auto)/1	-35.89	-0.14	-0.14	0.00	0.00	0.00
B708	5.271	ULS-Set  B  (auto)/2	-48.45	-0.19	-0.19	0.00	0.00	0.00
B708	0.000	ULS-Set  B  (auto)/2	-48.86	0.19	0.19	0.00	0.00	0.00
B708	2.636-	ULS-Set  B  (auto)/2	-48.66	0.00	0.00	0.00	0.25	0.25
B709	5.158	ULS-Set  B  (auto)/1	-50.76	-0.13	-0.13	0.00	0.00	0.00
B709	5.158	ULS-Set  B  (auto)/2	-68.53	-0.17	-0.17	0.00	0.00	0.00
B709	0.000	ULS-Set  B  (auto)/2	-68.97	0.17	0.17	0.00	0.00	0.00
B709	2.579-	ULS-Set  B  (auto)/2	-68.75	0.00	0.00	0.00	0.22	0.22
B710	5.017	ULS-Set  B  (auto)/1	-61.28	-0.11	-0.11	0.00	0.00	0.00
B710	5.017	ULS-Set  B  (auto)/2	-82.72	-0.15	-0.15	0.00	0.00	0.00
B710	0.000	ULS-Set  B  (auto)/2	-83.20	0.15	0.15	0.00	0.00	0.00
B710	2.509-	ULS-Set  B  (auto)/2	-82.96	0.00	0.00	0.00	0.19	0.19
B711	5.011	ULS-Set  B  (auto)/2	87.73	-0.22	-0.22	0.00	0.00	0.00
B711	0.000	ULS-Set  B  (auto)/2	87.65	0.22	0.22	0.00	0.00	0.00
B711	0.000	ULS-Set  B  (auto)/1	64.93	0.17	0.17	0.00	0.00	0.00
B711	2.505-	ULS-Set  B  (auto)/2	87.69	0.00	0.00	0.00	0.28	0.28
B712	5.154	ULS-Set  B  (auto)/2	67.28	-0.23	-0.23	0.00	0.00	0.00
B712	0.000	ULS-Set  B  (auto)/2	67.15	0.23	0.23	0.00	0.00	0.00
B712	0.000	ULS-Set  B  (auto)/1	49.74	0.17	0.17	0.00	0.00	0.00
B712	2.577-	ULS-Set  B  (auto)/2	67.21	0.00	0.00	0.00	0.29	0.29
B713	5.269	ULS-Set  B  (auto)/2	46.20	-0.23	-0.23	0.00	0.00	0.00
B713	0.000	ULS-Set  B  (auto)/2	46.03	0.23	0.23	0.00	0.00	0.00
B713	0.000	ULS-Set  B  (auto)/1	34.10	0.17	0.17	0.00	0.00	0.00
B713	2.635-	ULS-Set  B  (auto)/2	46.12	0.00	0.00	0.00	0.30	0.30
B714	5.350	ULS-Set  B  (auto)/2	26.00	-0.23	-0.23	0.00	0.00	0.00
B714	0.000	ULS-Set  B  (auto)/2	25.78	0.23	0.23	0.00	0.00	0.00
B714	0.000	ULS-Set  B  (auto)/1	19.09	0.17	0.17	0.00	0.00	0.00
B714	2.675-	ULS-Set  B  (auto)/2	25.89	0.00	0.00	0.00	0.31	0.31
B715	5.391	ULS-Set  B  (auto)/2	7.11	-0.22	-0.22	0.00	0.00	0.00
B715	0.000	ULS-Set  B  (auto)/2	6.84	0.22	0.22	0.00	0.00	0.00
B715	0.000	ULS-Set  B  (auto)/1	5.07	0.17	0.17	0.00	0.00	0.00
B715	2.696-	ULS-Set  B  (auto)/2	6.98	0.00	0.00	0.00	0.30	0.30
B716	5.391	ULS-Set  B  (auto)/1	-8.27	-0.16	-0.16	0.00	0.00	0.00
B716	5.391	ULS-Set  B  (auto)/2	-11.17	-0.22	-0.22	0.00	0.00	0.00
B716	0.000	ULS-Set  B  (auto)/2	-11.48	0.22	0.22	0.00	0.00	0.00
B716	2.696-	ULS-Set  B  (auto)/2	-11.33	0.00	0.00	0.00	0.29	0.29
B717	5.349	ULS-Set  B  (auto)/1	-21.94	-0.15	-0.15	0.00	0.00	0.00
B717	5.349	ULS-Set  B  (auto)/2	-29.62	-0.20	-0.20	0.00	0.00	0.00
B717	0.000	ULS-Set  B  (auto)/2	-29.98	0.20	0.20	0.00	0.00	0.00
B717	2.675-	ULS-Set  B  (auto)/2	-29.80	0.00	0.00	0.00	0.27	0.27
B718	5.269	ULS-Set  B  (auto)/1	-36.42	-0.14	-0.14	0.00	0.00	0.00
B718	5.269	ULS-Set  B  (auto)/2	-49.17	-0.19	-0.19	0.00	0.00	0.00
B718	0.000	ULS-Set  B  (auto)/2	-49.58	0.19	0.19	0.00	0.00	0.00
B718	2.634-	ULS-Set  B  (auto)/2	-49.37	0.00	0.00	0.00	0.25	0.25
B719	5.153	ULS-Set  B  (auto)/1	-51.68	-0.13	-0.13	0.00	0.00	0.00
B719	5.153	ULS-Set  B  (auto)/2	-69.76	-0.17	-0.17	0.00	0.00	0.00
B719	0.000	ULS-Set  B  (auto)/2	-70.21	0.17	0.17	0.00	0.00	0.00
B719	2.577-	ULS-Set  B  (auto)/2	-69.98	0.00	0.00	0.00	0.22	0.22
B720	5.009	ULS-Set  B  (auto)/1	-61.26	-0.11	-0.11	0.00	0.00	0.00
B720	5.009	ULS-Set  B  (auto)/2	-82.70	-0.15	-0.15	0.00	0.00	0.00
B720	0.000	ULS-Set  B  (auto)/2	-83.18	0.15	0.15	0.00	0.00	0.00
B720	2.505-	ULS-Set  B  (auto)/2	-82.94	0.00	0.00	0.00	0.19	0.19
B721	5.019	ULS-Set  B  (auto)/2	87.35	-0.23	-0.23	0.00	0.00	0.00
B721	0.000	ULS-Set  B  (auto)/2	87.27	0.23	0.23	0.00	0.00	0.00
B721	0.000	ULS-Set  B  (auto)/1	64.65	0.17	0.17	0.00	0.00	0.00
B721	2.509-	ULS-Set  B  (auto)/2	87.31	0.00	0.00	0.00	0.28	0.28
B722	5.160	ULS-Set  B  (auto)/2	65.93	-0.23	-0.23	0.00	0.00	0.00
B722	0.000	ULS-Set  B  (auto)/2	65.81	0.23	0.23	0.00	0.00	0.00
B722	0.000	ULS-Set  B  (auto)/1	48.75	0.17	0.17	0.00	0.00	0.00
B722	2.580-	ULS-Set  B  (auto)/2	65.87	0.00	0.00	0.00	0.30	0.30
B723	5.272	ULS-Set  B  (auto)/2	45.45	-0.23	-0.23	0.00	0.00	0.00
B723	0.000	ULS-Set  B  (auto)/2	45.28	0.23	0.23	0.00	0.00	0.00
B723	0.000	ULS-Set  B  (auto)/1	33.54	0.17	0.17	0.00	0.00	0.00
B723	2.636-	ULS-Set  B  (auto)/2	45.36	0.00	0.00	0.00	0.30	0.30
B724	5.351	ULS-Set  B  (auto)/2	25.94	-0.23	-0.23	0.00	0.00	0.00
B724	0.000	ULS-Set  B  (auto)/2	25.72	0.23	0.23	0.00	0.00	0.00
B724	0.000	ULS-Set  B  (auto)/1	19.05	0.17	0.17	0.00	0.00	0.00
B724	2.676-	ULS-Set  B  (auto)/2	25.83	0.00	0.00	0.00	0.31	0.31
B725	5.392	ULS-Set  B  (auto)/2	7.33	-0.22	-0.22	0.00	0.00	0.00
B725	0.000	ULS-Set  B  (auto)/2	7.06	0.22	0.22	0.00	0.00	0.00
B725	0.000	ULS-Set  B  (auto)/1	5.23	0.17	0.17	0.00	0.00	0.00
B725	2.696-	ULS-Set  B  (auto)/2	7.19	0.00	0.00	0.00	0.30	0.30
B726	5.391	ULS-Set  B  (auto)/1	-8.06	-0.16	-0.16	0.00	0.00	0.00
B726	5.391	ULS-Set  B  (auto)/2	-10.88	-0.22	-0.22	0.00	0.00	0.00
B726	0.000	ULS-Set  B  (auto)/2	-11.20	0.22	0.22	0.00	0.00	0.00
B726	2.696-	ULS-Set  B  (auto)/2	-11.04	0.00	0.00	0.00	0.29	0.29
B727	5.351	ULS-Set  B  (auto)/1	-21.56	-0.15	-0.15	0.00	0.00	0.00
B727	5.351	ULS-Set  B  (auto)/2	-29.10	-0.21	-0.21	0.00	0.00	0.00
B727	0.000	ULS-Set  B  (auto)/2	-29.47	0.21	0.21	0.00	0.00	0.00
B727	2.675-	ULS-Set  B  (auto)/2	-29.28	0.00	0.00	0.00	0.27	0.27
B728	5.271	ULS-Set  B  (auto)/1	-35.58	-0.14	-0.14	0.00	0.00	0.00
B728	5.271	ULS-Set  B  (auto)/2	-48.03	-0.19	-0.19	0.00	0.00	0.00
B728	0.000	ULS-Set  B  (auto)/2	-48.44	0.19	0.19	0.00	0.00	0.00
B728	2.636-	ULS-Set  B  (auto)/2	-48.24	0.00	0.00	0.00	0.25	0.25
B729	5.158	ULS-Set  B  (auto)/1	-50.50	-0.13	-0.13	0.00	0.00	0.00
B729	5.158	ULS-Set  B  (auto)/2	-68.17	-0.17	-0.17	0.00	0.00	0.00
B729	0.000	ULS-Set  B  (auto)/2	-68.61	0.17	0.17	0.00	0.00	0.00
B729	2.579-	ULS-Set  B  (auto)/2	-68.39	0.00	0.00	0.00	0.22	0.22
B730	5.017	ULS-Set  B  (auto)/1	-60.81	-0.11	-0.11	0.00	0.00	0.00
B730	5.017	ULS-Set  B  (auto)/2	-82.10	-0.15	-0.15	0.00	0.00	0.00
B730	0.000	ULS-Set  B  (auto)/2	-82.57	0.15	0.15	0.00	0.00	0.00
B730	2.509-	ULS-Set  B  (auto)/2	-82.33	0.00	0.00	0.00	0.19	0.19
B731	5.042	ULS-Set  B  (auto)/2	84.47	-0.23	-0.23	0.00	0.00	0.00
B731	0.000	ULS-Set  B  (auto)/2	84.40	0.23	0.23	0.00	0.00	0.00
B731	0.000	ULS-Set  B  (auto)/1	62.52	0.17	0.17	0.00	0.00	0.00
B731	2.521-	ULS-Set  B  (auto)/2	84.44	0.00	0.00	0.00	0.29	0.29
B732	5.175	ULS-Set  B  (auto)/2	61.63	-0.23	-0.23	0.00	0.00	0.00
B732	0.000	ULS-Set  B  (auto)/2	61.51	0.23	0.23	0.00	0.00	0.00
B732	0.000	ULS-Set  B  (auto)/1	45.56	0.17	0.17	0.00	0.00	0.00
B732	2.587-	ULS-Set  B  (auto)/2	61.57	0.00	0.00	0.00	0.30	0.30
B733	5.281	ULS-Set  B  (auto)/2	43.45	-0.23	-0.23	0.00	0.00	0.00
B733	0.000	ULS-Set  B  (auto)/2	43.29	0.23	0.23	0.00	0.00	0.00
B733	0.000	ULS-Set  B  (auto)/1	32.06	0.17	0.17	0.00	0.00	0.00
B733	2.640-	ULS-Set  B  (auto)/2	43.37	0.00	0.00	0.00	0.31	0.31
B734	5.354	ULS-Set  B  (auto)/2	25.81	-0.23	-0.23	0.00	0.00	0.00
B734	0.000	ULS-Set  B  (auto)/2	25.59	0.23	0.23	0.00	0.00	0.00
B734	0.000	ULS-Set  B  (auto)/1	18.95	0.17	0.17	0.00	0.00	0.00
B734	2.677-	ULS-Set  B  (auto)/2	25.70	0.00	0.00	0.00	0.31	0.31
B735	5.392	ULS-Set  B  (auto)/2	7.57	-0.22	-0.22	0.00	0.00	0.00
B735	0.000	ULS-Set  B  (auto)/2	7.30	0.22	0.22	0.00	0.00	0.00
B735	0.000	ULS-Set  B  (auto)/1	5.41	0.17	0.17	0.00	0.00	0.00
B735	2.696-	ULS-Set  B  (auto)/2	7.44	0.00	0.00	0.00	0.30	0.30
B736	5.392	ULS-Set  B  (auto)/1	-8.03	-0.16	-0.16	0.00	0.00	0.00
B736	5.392	ULS-Set  B  (auto)/2	-10.84	-0.22	-0.22	0.00	0.00	0.00
B736	0.000	ULS-Set  B  (auto)/2	-11.15	0.22	0.22	0.00	0.00	0.00
B736	2.696-	ULS-Set  B  (auto)/2	-10.99	0.00	0.00	0.00	0.29	0.29
B737	5.354	ULS-Set  B  (auto)/1	-21.25	-0.15	-0.15	0.00	0.00	0.00
B737	5.354	ULS-Set  B  (auto)/2	-28.69	-0.21	-0.21	0.00	0.00	0.00
B737	0.000	ULS-Set  B  (auto)/2	-29.05	0.21	0.21	0.00	0.00	0.00
