

 1D internal forces





Type Name	Name	1D internal forces
1D internal forces	1D internal forces	See table 1

Table 1
Type Name	1D internal forces
1D internal forces	Linear calculation  Combination: ULS-Set B (auto)  Coordinate system: Principal  Extreme 1D: Member  Selection: All    See table 2

Table 2
Name	dx  [m]	Case	N  [kN]	V_{y}  [kN]	V_{z}  [kN]	M_{x}  [kNm]	M_{y}  [kNm]	M_{z}  [kNm]
B96	0.000	5	ULS-Set  B  (auto)/2	0.0	-23.7	23.7
B97	0.000	6	ULS-Set  B  (auto)/1	0.1	-0.3	0.4
B97	3.154	1	ULS-Set  B  (auto)/2	7.7	0.0	7.7
B98	0.433	1	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B98	0.433	3	ULS-Set  B  (auto)/2	0.0	-32.4	32.4
B99	0.399-	2	ULS-Set  B  (auto)/1	0.1	-1.4	1.5
B99	0.000	5	ULS-Set  B  (auto)/2	0.0	-45.9	45.9
B100	2.466	6	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B100	0.000	7	ULS-Set  B  (auto)/2	19.3	0.0	19.3
B101	0.986	2	ULS-Set  B  (auto)/1	0.9	0.0	0.9
B101	1.643	5	ULS-Set  B  (auto)/2	0.0	-41.1	41.1
B102	0.000	3	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B102	0.000	5	ULS-Set  B  (auto)/2	0.0	-42.2	42.2
B103	0.739	1	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B103	2.218	3	ULS-Set  B  (auto)/2	0.0	-32.7	32.7
B104	0.337-	6	ULS-Set  B  (auto)/1	0.0	-0.4	0.5
B104	0.000	3	ULS-Set  B  (auto)/2	0.0	-46.7	46.7
B105	4.217	7	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B105	0.000	5	ULS-Set  B  (auto)/2	0.0	-22.6	22.6
B106	1.289	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B106	0.000	7	ULS-Set  B  (auto)/2	0.0	-53.1	53.1
B107	0.274	7	ULS-Set  B  (auto)/1	7.1	0.0	7.1
B107	0.000	1	ULS-Set  B  (auto)/2	0.0	-70.6	70.6
B108	0.672	4	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B108	0.000	7	ULS-Set  B  (auto)/2	0.0	-23.9	23.9
B109	0.253	7	ULS-Set  B  (auto)/1	0.0	-1.3	1.3
B109	0.000	7	ULS-Set  B  (auto)/2	0.0	-73.9	73.9
B110	1.682+	2	ULS-Set  B  (auto)/1	0.4	-0.3	0.6
B110	3.365	7	ULS-Set  B  (auto)/2	59.2	0.0	59.2
B111	0.703+	1	ULS-Set  B  (auto)/1	0.0	-1.3	1.3
B111	0.000	7	ULS-Set  B  (auto)/2	90.1	0.0	90.1
B112	4.974	8	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B112	0.000	5	ULS-Set  B  (auto)/2	0.0	-27.0	27.0
B113	1.096+	2	ULS-Set  B  (auto)/1	0.0	-1.1	1.1
B113	2.192	5	ULS-Set  B  (auto)/2	0.0	-36.2	36.2
B114	0.711	7	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B114	0.000	5	ULS-Set  B  (auto)/2	0.0	-27.6	27.6
B115	0.379	6	ULS-Set  B  (auto)/1	0.1	-0.2	0.2
B115	1.518	7	ULS-Set  B  (auto)/2	23.5	0.0	23.5
B116	0.747+	1	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B116	0.000	7	ULS-Set  B  (auto)/2	19.8	0.0	19.8
B117	1.911	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B117	1.911	3	ULS-Set  B  (auto)/2	0.0	-36.4	36.4
B118	0.653	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B118	0.000	3	ULS-Set  B  (auto)/2	0.0	-21.8	21.8
B119	0.777-	7	ULS-Set  B  (auto)/1	0.0	-0.8	0.8
B119	1.554	5	ULS-Set  B  (auto)/2	0.0	-44.1	44.1
B120	0.497+	7	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B120	0.000	5	ULS-Set  B  (auto)/2	0.0	-37.7	37.7
B121	0.689	7	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B121	3.099	3	ULS-Set  B  (auto)/2	0.0	-41.5	41.5
B122	0.667+	7	ULS-Set  B  (auto)/1	1.3	0.0	1.3
B122	1.334	5	ULS-Set  B  (auto)/2	0.0	-61.1	61.1
B123	2.609	1	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B123	0.000	5	ULS-Set  B  (auto)/2	0.0	-26.7	26.7
B124	0.000	3	ULS-Set  B  (auto)/1	0.0	-0.9	0.9
B124	0.000	1	ULS-Set  B  (auto)/2	38.1	0.0	38.1
B125	1.879	1	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B125	1.879	7	ULS-Set  B  (auto)/2	39.0	0.0	39.0
B126	1.358	3	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B126	0.000	7	ULS-Set  B  (auto)/2	19.8	0.0	19.8
B127	3.473	1	ULS-Set  B  (auto)/1	0.0	-0.6	0.6
B127	0.000	5	ULS-Set  B  (auto)/2	0.0	-36.5	36.5
B128	1.421-	2	ULS-Set  B  (auto)/1	0.5	-0.2	0.6
B128	2.841	5	ULS-Set  B  (auto)/2	0.0	-28.7	28.7
B129	1.004	5	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B129	0.000	3	ULS-Set  B  (auto)/2	0.0	-16.5	16.5
B130	1.179+	2	ULS-Set  B  (auto)/1	0.4	-0.5	0.8
B130	2.358	5	ULS-Set  B  (auto)/2	0.0	-54.0	54.0
B131	1.424-	1	ULS-Set  B  (auto)/1	0.0	-1.6	1.6
B131	2.848	5	ULS-Set  B  (auto)/2	114.6	0.0	114.6
B132	1.273+	1	ULS-Set  B  (auto)/1	0.0	-1.6	1.6
B132	2.546	5	ULS-Set  B  (auto)/2	0.0	-111.9	111.9
B133	2.326	5	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B133	0.000	5	ULS-Set  B  (auto)/2	0.0	-61.4	61.4
B134	0.362	7	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B134	1.447	3	ULS-Set  B  (auto)/2	0.0	-44.7	44.7
B135	0.650	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B135	0.000	7	ULS-Set  B  (auto)/2	20.3	0.0	20.3
B136	3.086	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B136	0.000	5	ULS-Set  B  (auto)/2	0.0	-24.5	24.5
B137	0.385	1	ULS-Set  B  (auto)/1	0.0	-1.3	1.3
B137	1.155	3	ULS-Set  B  (auto)/2	0.0	-62.0	62.0
B138	1.429	7	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B138	2.144	5	ULS-Set  B  (auto)/2	0.0	-31.0	31.0
B139	2.331	7	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B139	2.664	5	ULS-Set  B  (auto)/2	0.0	-20.1	20.1
B140	1.019	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B140	4.077	3	ULS-Set  B  (auto)/2	0.0	-44.0	44.0
B141	2.329	2	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B141	0.000	5	ULS-Set  B  (auto)/2	0.0	-29.5	29.5
B142	3.444	2	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B142	0.000	3	ULS-Set  B  (auto)/2	0.0	-25.7	25.7
B143	0.987	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B143	3.290	3	ULS-Set  B  (auto)/2	0.0	-37.7	37.7
B144	0.000	6	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B144	2.513	5	ULS-Set  B  (auto)/2	0.0	-12.2	12.2
B145	0.028	3	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B145	0.028	5	ULS-Set  B  (auto)/2	0.0	-35.4	35.4
B146	1.535-	1	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B146	0.000	3	ULS-Set  B  (auto)/2	0.0	-26.2	26.2
B147	1.299+	7	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B147	0.000	5	ULS-Set  B  (auto)/2	0.0	-35.2	35.2
B148	1.564+	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B148	0.000	3	ULS-Set  B  (auto)/2	0.0	-37.4	37.4
B149	0.014	1	ULS-Set  B  (auto)/1	1.4	0.0	1.4
B149	0.014	3	ULS-Set  B  (auto)/2	0.0	-23.8	23.8
B150	2.081+	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B150	4.162	1	ULS-Set  B  (auto)/2	16.5	0.0	16.5
B151	0.673	6	ULS-Set  B  (auto)/1	1.2	-0.2	1.3
B151	0.000	3	ULS-Set  B  (auto)/2	0.0	-48.7	48.7
B152	0.428	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B152	0.000	5	ULS-Set  B  (auto)/2	0.0	-49.3	49.3
B153	2.715	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B153	3.054	3	ULS-Set  B  (auto)/2	0.0	-15.8	15.8
B154	1.018	7	ULS-Set  B  (auto)/1	0.0	-0.8	0.8
B154	1.358	5	ULS-Set  B  (auto)/2	0.0	-37.0	37.0
B155	1.042	7	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B155	0.000	5	ULS-Set  B  (auto)/2	0.0	-35.8	35.8
B156	2.402	1	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B156	3.088	7	ULS-Set  B  (auto)/2	17.2	0.0	17.2
B157	0.721	7	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B157	1.081	5	ULS-Set  B  (auto)/2	0.0	-41.1	41.1
B158	1.647	3	ULS-Set  B  (auto)/1	0.8	0.0	0.8
B158	0.000	5	ULS-Set  B  (auto)/2	0.0	-35.7	35.7
B159	1.802	5	ULS-Set  B  (auto)/1	0.6	0.0	0.6
B159	1.802	3	ULS-Set  B  (auto)/2	0.0	-34.4	34.4
B160	1.725-	6	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B160	0.000	3	ULS-Set  B  (auto)/2	0.0	-42.1	42.1
B161	0.000	8	ULS-Set  B  (auto)/1	4.6	-4.7	8.0
B161	0.078	3	ULS-Set  B  (auto)/2	0.0	-40.9	40.9
B162	0.150+	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B162	0.301	7	ULS-Set  B  (auto)/2	25.9	0.0	25.9
B163	2.236-	5	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B163	4.472	1	ULS-Set  B  (auto)/2	29.1	0.0	29.1
B164	1.140	3	ULS-Set  B  (auto)/1	7.7	0.0	7.7
B164	0.000	3	ULS-Set  B  (auto)/2	0.0	-111.7	111.7
B165	2.255	2	ULS-Set  B  (auto)/1	0.1	-0.4	0.5
B165	0.000	3	ULS-Set  B  (auto)/2	0.0	-29.4	29.4
B166	1.397-	2	ULS-Set  B  (auto)/1	0.1	-0.2	0.3
B166	0.000	5	ULS-Set  B  (auto)/2	0.0	-31.0	31.0
B167	1.353	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B167	4.734	5	ULS-Set  B  (auto)/2	0.0	-40.8	40.8
B168	1.349	5	ULS-Set  B  (auto)/1	0.0	-0.5	0.5
B168	2.361	3	ULS-Set  B  (auto)/2	0.0	-67.4	67.4
B169	1.610	3	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B169	2.576	5	ULS-Set  B  (auto)/2	0.0	-24.6	24.6
B170	0.965	6	ULS-Set  B  (auto)/1	0.3	-0.4	0.6
B170	3.216	5	ULS-Set  B  (auto)/2	0.0	-27.9	27.9
B171	1.304+	5	ULS-Set  B  (auto)/1	0.0	-0.9	0.9
B171	2.609	7	ULS-Set  B  (auto)/2	32.1	0.0	32.1
B172	1.083+	2	ULS-Set  B  (auto)/1	0.5	-1.0	1.3
B172	0.000	3	ULS-Set  B  (auto)/2	0.0	-50.5	50.5
B173	1.220-	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B173	0.000	5	ULS-Set  B  (auto)/2	0.0	-45.1	45.1
B174	1.093	2	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B174	0.000	5	ULS-Set  B  (auto)/2	0.0	-27.7	27.7
B175	0.884+	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B175	0.000	5	ULS-Set  B  (auto)/2	0.0	-21.8	21.8
B176	1.371	1	ULS-Set  B  (auto)/1	0.0	-0.5	0.5
B176	0.000	3	ULS-Set  B  (auto)/2	0.0	-40.9	40.9
B177	1.197+	3	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B177	0.000	5	ULS-Set  B  (auto)/2	0.0	-28.2	28.2
B178	1.492	7	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B178	0.000	3	ULS-Set  B  (auto)/2	0.0	-39.3	39.3
B179	3.654	5	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B179	4.651	3	ULS-Set  B  (auto)/2	0.0	-30.1	30.1
B180	1.709	7	ULS-Set  B  (auto)/1	0.0	-1.2	1.2
B180	1.709	1	ULS-Set  B  (auto)/2	14.7	0.0	14.7
B181	2.279	3	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B181	4.233	5	ULS-Set  B  (auto)/2	0.0	-46.5	46.5
B182	0.667	7	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B182	2.335	3	ULS-Set  B  (auto)/2	0.0	-33.6	33.6
B183	1.313-	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B183	2.626	1	ULS-Set  B  (auto)/2	58.3	0.0	58.3
B184	0.202	6	ULS-Set  B  (auto)/1	0.0	-2.2	2.2
B184	0.202	3	ULS-Set  B  (auto)/2	0.0	-29.3	29.3
B185	2.043	2	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B185	0.000	5	ULS-Set  B  (auto)/2	0.0	-17.4	17.4
B186	0.392	3	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B186	0.392	5	ULS-Set  B  (auto)/2	0.0	-27.8	27.8
B187	3.106	7	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B187	0.000	3	ULS-Set  B  (auto)/2	0.0	-37.1	37.1
B188	0.355	2	ULS-Set  B  (auto)/1	0.1	-0.1	0.2
B188	0.000	5	ULS-Set  B  (auto)/2	0.0	-34.7	34.7
B189	0.000	3	ULS-Set  B  (auto)/1	0.6	0.0	0.6
B189	0.000	5	ULS-Set  B  (auto)/2	0.0	-41.5	41.5
B190	0.693	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B190	0.000	3	ULS-Set  B  (auto)/2	0.0	-15.6	15.6
B191	1.495	7	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B191	1.869	5	ULS-Set  B  (auto)/2	0.0	-33.5	33.5
B192	1.300	7	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B192	0.000	5	ULS-Set  B  (auto)/2	0.0	-27.2	27.2
B193	0.767+	5	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B193	0.000	1	ULS-Set  B  (auto)/2	0.0	-54.1	54.1
B194	3.542	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B194	4.830	3	ULS-Set  B  (auto)/2	0.0	-13.3	13.3
B195	0.661	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B195	1.982	3	ULS-Set  B  (auto)/2	0.0	-24.5	24.5
B196	4.329	3	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B196	0.000	3	ULS-Set  B  (auto)/2	0.0	-8.3	8.3
B197	1.104	5	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B197	0.000	1	ULS-Set  B  (auto)/2	91.9	0.0	91.9
B198	2.359	7	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B198	0.000	7	ULS-Set  B  (auto)/2	47.5	0.0	47.5
B199	0.190+	7	ULS-Set  B  (auto)/1	0.0	-0.7	0.7
B199	0.380	2	ULS-Set  B  (auto)/2	0.3	-30.4	30.6
B200	1.017	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B200	4.069	1	ULS-Set  B  (auto)/2	22.4	0.0	22.4
B201	1.104-	6	ULS-Set  B  (auto)/1	0.2	-0.2	0.3
B201	0.000	3	ULS-Set  B  (auto)/2	0.0	-83.0	83.0
B202	2.161	2	ULS-Set  B  (auto)/1	0.6	-0.1	0.6
B202	0.000	3	ULS-Set  B  (auto)/2	0.0	-44.8	44.8
B203	1.627	6	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B203	0.000	3	ULS-Set  B  (auto)/2	0.0	-16.4	16.4
B204	0.016	2	ULS-Set  B  (auto)/1	0.0	-2.4	2.4
B204	0.016	5	ULS-Set  B  (auto)/2	0.0	-19.7	19.7
B205	2.944	5	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B205	3.926	3	ULS-Set  B  (auto)/2	0.0	-25.9	25.9
B206	3.343	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B206	3.343	5	ULS-Set  B  (auto)/2	0.0	-20.7	20.7
B207	0.000	6	ULS-Set  B  (auto)/1	0.3	-0.4	0.7
B207	0.816	5	ULS-Set  B  (auto)/2	0.0	-37.0	37.0
B208	0.000	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B208	1.266	3	ULS-Set  B  (auto)/2	0.0	-43.0	43.0
B209	0.653	2	ULS-Set  B  (auto)/1	0.2	-0.2	0.3
B209	2.610	1	ULS-Set  B  (auto)/2	9.9	0.0	9.9
B210	1.947	2	ULS-Set  B  (auto)/1	0.0	-2.2	2.2
B210	0.000	7	ULS-Set  B  (auto)/2	16.2	0.0	16.2
B211	2.911	2	ULS-Set  B  (auto)/1	0.0	0.0	0.1
B211	0.000	1	ULS-Set  B  (auto)/2	15.7	0.0	15.7
B212	2.576	2	ULS-Set  B  (auto)/1	0.1	-0.2	0.2
B212	4.187	5	ULS-Set  B  (auto)/2	0.0	-14.2	14.2
B213	1.363	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B213	0.000	7	ULS-Set  B  (auto)/2	0.0	-28.6	28.6
B214	0.381-	5	ULS-Set  B  (auto)/1	1.3	0.0	1.3
B214	0.000	3	ULS-Set  B  (auto)/2	24.8	0.0	24.8
B215	2.106	1	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B215	0.000	7	ULS-Set  B  (auto)/2	22.2	0.0	22.2
B216	0.158	7	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B216	0.000	3	ULS-Set  B  (auto)/2	0.0	-21.2	21.2
B217	1.412+	5	ULS-Set  B  (auto)/1	0.0	-0.7	0.7
B217	2.824	1	ULS-Set  B  (auto)/2	0.0	-55.8	55.8
B218	0.664	5	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B218	0.000	1	ULS-Set  B  (auto)/2	0.0	-31.2	31.2
B219	1.702	5	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B219	3.064	7	ULS-Set  B  (auto)/2	27.6	0.0	27.6
B220	1.062	5	ULS-Set  B  (auto)/1	0.0	-0.4	0.4
B220	2.833	7	ULS-Set  B  (auto)/2	0.0	-70.9	70.9
B221	0.332	5	ULS-Set  B  (auto)/1	1.5	0.0	1.5
B221	0.997	1	ULS-Set  B  (auto)/2	0.0	-102.1	102.1
B222	4.731	7	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B222	4.731	5	ULS-Set  B  (auto)/2	0.0	-16.0	16.0
B223	0.687	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B223	3.090	5	ULS-Set  B  (auto)/2	0.0	-22.1	22.1
B224	1.454	7	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B224	1.817	5	ULS-Set  B  (auto)/2	0.0	-25.3	25.3
B225	0.000	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B225	3.225	3	ULS-Set  B  (auto)/2	0.0	-12.1	12.1
B226	0.000	2	ULS-Set  B  (auto)/1	0.0	0.0	0.1
B226	0.000	5	ULS-Set  B  (auto)/2	0.0	-9.6	9.6
B227	0.000	1	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B227	0.000	3	ULS-Set  B  (auto)/2	0.0	-28.7	28.7
B228	1.734	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B228	3.121	7	ULS-Set  B  (auto)/2	29.5	0.0	29.5
B229	0.446+	2	ULS-Set  B  (auto)/1	0.2	-1.8	1.9
B229	0.892	5	ULS-Set  B  (auto)/2	0.0	-49.5	49.5
B230	0.341	7	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B230	0.000	5	ULS-Set  B  (auto)/2	0.0	-26.8	26.8
B231	1.438	1	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B231	0.000	5	ULS-Set  B  (auto)/2	0.0	-22.4	22.4
B232	1.003	6	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B232	0.000	3	ULS-Set  B  (auto)/2	0.0	-21.3	21.3
B233	0.000	1	ULS-Set  B  (auto)/1	0.0	-0.9	0.9
B233	0.000	3	ULS-Set  B  (auto)/2	0.0	-26.8	26.8
B234	1.945	5	ULS-Set  B  (auto)/1	1.1	0.0	1.1
B234	0.000	7	ULS-Set  B  (auto)/2	85.2	0.0	85.2
B235	1.531+	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B235	3.061	3	ULS-Set  B  (auto)/2	0.0	-37.0	37.0
B236	0.730	7	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B236	0.000	5	ULS-Set  B  (auto)/2	0.0	-21.1	21.1
B237	1.394	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B237	3.136	5	ULS-Set  B  (auto)/2	0.0	-68.4	68.4
B238	0.000	8	ULS-Set  B  (auto)/1	9.7	-10.8	17.7
B238	0.000	5	ULS-Set  B  (auto)/2	0.0	-80.8	80.8
B239	2.340	7	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B239	4.012	5	ULS-Set  B  (auto)/2	0.0	-27.1	27.1
B240	0.309	1	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B240	0.000	5	ULS-Set  B  (auto)/2	0.0	-27.6	27.6
B241	3.025	7	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B241	0.000	5	ULS-Set  B  (auto)/2	15.3	0.0	15.3
B242	0.338	7	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B242	3.040	3	ULS-Set  B  (auto)/2	0.0	-33.8	33.8
B243	1.750	1	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B243	0.000	5	ULS-Set  B  (auto)/2	0.0	-26.7	26.7
B244	1.987	1	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B244	3.642	5	ULS-Set  B  (auto)/2	0.0	-28.3	28.3
B245	0.689	7	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B245	3.444	3	ULS-Set  B  (auto)/2	0.0	-36.7	36.7
B246	0.342	3	ULS-Set  B  (auto)/1	0.0	-1.5	1.5
B246	1.025	1	ULS-Set  B  (auto)/2	42.3	0.0	42.3
B247	0.368-	6	ULS-Set  B  (auto)/1	0.0	-0.6	0.6
B247	0.000	3	ULS-Set  B  (auto)/2	0.0	-20.9	20.9
B248	0.333	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B248	3.997	5	ULS-Set  B  (auto)/2	0.0	-15.0	15.0
B249	1.016	3	ULS-Set  B  (auto)/1	0.5	0.0	0.5
B249	2.708	1	ULS-Set  B  (auto)/2	0.0	-159.5	159.5
B250	1.287	7	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B250	2.253	1	ULS-Set  B  (auto)/2	128.6	0.0	128.6
B251	1.294+	3	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B251	0.000	7	ULS-Set  B  (auto)/2	0.0	-118.4	118.4
B252	0.000	8	ULS-Set  B  (auto)/1	0.8	-0.4	1.1
B252	1.106	3	ULS-Set  B  (auto)/2	0.0	-33.0	33.0
B253	0.707	7	ULS-Set  B  (auto)/1	2.2	0.0	2.2
B253	1.768	7	ULS-Set  B  (auto)/2	0.0	-145.6	145.6
B254	3.912	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B254	1.304	3	ULS-Set  B  (auto)/2	0.0	-19.7	19.7
B255	1.447-	3	ULS-Set  B  (auto)/1	0.0	-0.6	0.6
B255	0.000	5	ULS-Set  B  (auto)/2	0.0	-35.6	35.6
B256	3.859	8	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B256	0.322	3	ULS-Set  B  (auto)/2	0.0	-23.2	23.2
B257	2.332	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B257	0.000	1	ULS-Set  B  (auto)/2	17.1	0.0	17.1
B258	0.028	6	ULS-Set  B  (auto)/1	0.0	-3.4	3.4
B258	0.000	1	ULS-Set  B  (auto)/2	26.1	0.0	26.1
B259	2.750	3	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B259	3.781	1	ULS-Set  B  (auto)/2	21.7	0.0	21.7
B260	0.362	1	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B260	0.000	3	ULS-Set  B  (auto)/2	0.0	-33.9	33.9
B261	0.000	6	ULS-Set  B  (auto)/1	0.1	-0.6	0.6
B261	0.000	3	ULS-Set  B  (auto)/2	0.0	-18.6	18.6
B262	2.767	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B262	3.805	5	ULS-Set  B  (auto)/2	0.0	-18.0	18.0
B263	1.417	5	ULS-Set  B  (auto)/1	0.0	-3.9	3.9
B263	0.000	7	ULS-Set  B  (auto)/2	0.0	-120.4	120.4
B264	3.269	3	ULS-Set  B  (auto)/1	0.0	0.0	0.0
B264	0.000	1	ULS-Set  B  (auto)/2	0.0	-105.9	105.9
B265	0.741-	5	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B265	0.000	7	ULS-Set  B  (auto)/2	0.0	-80.3	80.3
B266	1.519-	5	ULS-Set  B  (auto)/1	1.0	0.0	1.0
B266	3.039	7	ULS-Set  B  (auto)/2	66.0	0.0	66.0
B267	1.594-	2	ULS-Set  B  (auto)/1	0.7	-0.4	1.0
B267	3.187	7	ULS-Set  B  (auto)/2	0.0	-64.9	64.9
B268	2.952	1	ULS-Set  B  (auto)/1	0.2	0.0	0.2
B268	2.952	3	ULS-Set  B  (auto)/2	0.0	-19.8	19.8
B269	0.969-	2	ULS-Set  B  (auto)/1	0.3	0.0	0.3
B269	1.938	5	ULS-Set  B  (auto)/2	0.0	-16.8	16.8
B270	1.193	5	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B270	0.000	5	ULS-Set  B  (auto)/2	0.0	-48.4	48.4
B271	2.465	7	ULS-Set  B  (auto)/1	0.0	-0.2	0.2
B271	0.000	3	ULS-Set  B  (auto)/2	0.0	-33.2	33.2
B272	0.000	3	ULS-Set  B  (auto)/1	0.7	0.0	0.7
B272	0.000	5	ULS-Set  B  (auto)/2	0.0	-26.4	26.4
B273	2.645	2	ULS-Set  B  (auto)/1	0.1	-0.1	0.2
B273	4.298	5	ULS-Set  B  (auto)/2	0.0	-21.7	21.7
B274	1.732	1	ULS-Set  B  (auto)/1	0.4	0.0	0.4
B274	0.000	3	ULS-Set  B  (auto)/2	0.0	-45.0	45.0
B275	0.691	7	ULS-Set  B  (auto)/1	0.0	-0.3	0.3
B275	2.073	5	ULS-Set  B  (auto)/2	0.0	-32.8	32.8
B276	3.603	3	ULS-Set  B  (auto)/1	0.0	-0.1	0.1
B276	0.000	3	ULS-Set  B  (auto)/2	0.0	-28.6	28.6
B277	0.369	6	ULS-Set  B  (auto)/1	0.1	0.0	0.1
B277	1.106	3	ULS-Set  B  (auto)/2	0.0	-41.9	41.9
B278	0.334	6	ULS-Set  B  (auto)/1	0.0	0.0	0.1
B278	3.675	1	ULS-Set  B  (auto)/2	17.4	0.0	17.4
